epoch,out_0,out_1,step,train_loss
24,0.14208315312862396,0.1645718663930893,49,0.6979401707649231
49,0.18264637887477875,0.21048583090305328,99,0.6233326196670532
74,0.22171461582183838,0.2550913989543915,149,0.5548887848854065
99,0.2580418884754181,0.296895295381546,199,0.49435627460479736
124,0.2907584309577942,0.3348653316497803,249,0.4424041211605072
149,0.319439560174942,0.36851152777671814,299,0.39877766370773315
174,0.3440271317958832,0.3977883756160736,349,0.3626587986946106
199,0.3647052049636841,0.4229423403739929,399,0.33299553394317627
224,0.3817857503890991,0.44437485933303833,449,0.30871930718421936
249,0.39562639594078064,0.46254420280456543,499,0.2888587415218353
274,0.40657925605773926,0.47790583968162537,549,0.2725822925567627
299,0.41496339440345764,0.49088194966316223,599,0.2592012286186218
324,0.42105281352996826,0.5018496513366699,649,0.24815377593040466
349,0.42507293820381165,0.5111391544342041,699,0.23898492753505707
374,0.4272018373012543,0.5190383195877075,749,0.23132413625717163
399,0.4275748133659363,0.5257998704910278,799,0.22486576437950134
424,0.42628753185272217,0.5316490530967712,849,0.2193526029586792
449,0.4234021306037903,0.5367928147315979,899,0.21456089615821838
474,0.4189491868019104,0.5414270758628845,949,0.2102891206741333
499,0.41293230652809143,0.5457454323768616,999,0.20634721219539642
524,0.4053288996219635,0.549945592880249,1049,0.20254896581172943
549,0.3960893750190735,0.5542354583740234,1099,0.1987060308456421
574,0.38513535261154175,0.5588365793228149,1149,0.19462516903877258
599,0.37235477566719055,0.5639873147010803,1199,0.190107062458992
624,0.3575984239578247,0.569942057132721,1249,0.1849498301744461
649,0.3406810164451599,0.5769698619842529,1299,0.17895449697971344
674,0.3213953673839569,0.5853488445281982,1349,0.17193558812141418
699,0.2995512783527374,0.5953567028045654,1399,0.16373619437217712
724,0.27505171298980713,0.6072489619255066,1449,0.15425337851047516
749,0.24801203608512878,0.6212171316146851,1499,0.1434764564037323
774,0.21890400350093842,0.6373197436332703,1549,0.13153697550296783
799,0.1886633336544037,0.6553930044174194,1599,0.11875398457050323
824,0.15865793824195862,0.674985408782959,1649,0.10563448816537857
849,0.13044556975364685,0.6953738927841187,1699,0.09279706329107285
874,0.10537928342819214,0.7156985998153687,1749,0.08082728832960129
899,0.08426085859537125,0.7351632714271545,1799,0.07013849169015884
924,0.06723126024007797,0.7531969547271729,1849,0.060911744832992554
949,0.053912896662950516,0.7695092558860779,1899,0.05312598496675491
974,0.043667811900377274,0.7840473651885986,1949,0.04663554206490517
999,0.03581933677196503,0.7969127297401428,1999,0.04124443978071213
1024,0.02977752685546875,0.8082810044288635,2049,0.03675617277622223
1049,0.02507878467440605,0.8183490037918091,2099,0.03299708291888237
1074,0.0213775672018528,0.8273044228553772,2149,0.02982376329600811
1099,0.01842152327299118,0.8353130221366882,2199,0.027121800929307938
1124,0.016029514372348785,0.8425167798995972,2249,0.024800963699817657
1149,0.0140684200450778,0.8490338921546936,2299,0.02279076538980007
1174,0.01244209986180067,0.8549624085426331,2349,0.021035902202129364
1199,0.011078874580562115,0.8603834509849548,2399,0.019492780789732933
1224,0.009924761019647121,0.8653645515441895,2449,0.018126703798770905
1249,0.008939232677221298,0.8699619174003601,2499,0.016909902915358543
1274,0.00809087511152029,0.8742223978042603,2549,0.015820005908608437
1299,0.007354919798672199,0.878185510635376,2599,0.014838770031929016
1324,0.006713101640343666,0.8818844556808472,2649,0.013951282016932964
1349,0.0061486163176596165,0.8853480815887451,2699,0.013145062141120434
1374,0.005650670267641544,0.8886008262634277,2749,0.012409775517880917
1399,0.005208631977438927,0.8916636109352112,2799,0.011736772954463959
1424,0.004814480431377888,0.8945544958114624,2849,0.011118754744529724
1449,0.004460896365344524,0.8972896933555603,2899,0.010549407452344894
1474,0.004143417812883854,0.8998827934265137,2949,0.010023455135524273
1499,0.003857063129544258,0.9023460745811462,2999,0.009536289609968662
1524,0.0035974665079265833,0.9046903252601624,3049,0.009083934128284454
1549,0.0033616500440984964,0.9069252014160156,3099,0.008662918582558632
1574,0.0031467294320464134,0.9090589284896851,3149,0.008270278573036194
1599,0.002950696973130107,0.9110992550849915,3199,0.007903342135250568
1624,0.002770782448351383,0.913053035736084,3249,0.0075597744435071945
1649,0.0026057790964841843,0.9149264693260193,3299,0.007237505633383989
1674,0.0024536133278161287,0.9167248010635376,3349,0.0069347587414085865
1699,0.002313635777682066,0.9184532761573792,3399,0.006649868097156286
1724,0.0021841833367943764,0.9201161861419678,3449,0.006381423678249121
1749,0.00206430209800601,0.9217179417610168,3499,0.006128080654889345
1774,0.0019528826232999563,0.9232620000839233,3549,0.005888720508664846
1799,0.0018494433024898171,0.9247520565986633,3599,0.005662253126502037
1824,0.0017532724887132645,0.9261910915374756,3649,0.005447755102068186
1849,0.001663542352616787,0.9275821447372437,3699,0.005244345869868994
1874,0.0015795445069670677,0.9289277791976929,3749,0.005051260348409414
1899,0.0015013176016509533,0.9302303791046143,3799,0.004867800045758486
1924,0.0014282092452049255,0.9314924478530884,3849,0.004693284630775452
1949,0.0013593632029369473,0.9327158331871033,3899,0.004527159035205841
1974,0.0012947350041940808,0.9339025616645813,3949,0.004368871450424194
1999,0.0012343671405687928,0.9350545406341553,3999,0.004217912908643484
