epoch,out_0,out_1,step,train_loss
0,-0.0715530589222908,-0.02172127552330494,1,1.0439143180847168
1,0.0026237855199724436,0.012618702836334705,3,0.9749217629432678
2,0.022074827924370766,0.027652256190776825,5,0.9454601407051086
3,0.03882405161857605,0.049010325223207474,7,0.9043813347816467
4,0.06805045902729034,0.08758891373872757,9,0.8324940204620361
5,0.12070436775684357,0.1536618173122406,11,0.7162882685661316
6,0.20690159499645233,0.25204503536224365,13,0.5594366192817688
7,0.3219456076622009,0.36770981550216675,15,0.39979088306427
8,0.4344558119773865,0.46917998790740967,17,0.28176987171173096
9,0.5172234773635864,0.5386340618133545,19,0.21285852789878845
10,0.5685878992080688,0.5797243118286133,21,0.17663165926933289
11,0.5973541140556335,0.6015431880950928,23,0.15876783430576324
12,0.6113919615745544,0.6108905076980591,25,0.1514061987400055
13,0.6157614588737488,0.6119047403335571,27,0.15061792731285095
14,0.6134670972824097,0.6070011854171753,29,0.15444806218147278
15,0.6062817573547363,0.5976235866546631,31,0.16190677881240845
16,0.5953174233436584,0.5847448110580444,33,0.1724368780851364
17,0.5814107656478882,0.5692081451416016,35,0.18558162450790405
18,0.5653866529464722,0.551948070526123,37,0.20075052976608276
19,0.5482128858566284,0.5340853333473206,39,0.21707648038864136
20,0.5310302972793579,0.516879677772522,41,0.2334052473306656
21,0.5150521993637085,0.501561164855957,43,0.24844127893447876
22,0.5013781785964966,0.4891204833984375,45,0.2609978914260864
23,0.490806519985199,0.4801541566848755,47,0.2702397108078003
24,0.4837225377559662,0.47481516003608704,49,0.27581915259361267
25,0.480092853307724,0.47286248207092285,51,0.2778739631175995
26,0.47953981161117554,0.4737667143344879,53,0.27692151069641113
27,0.4814571142196655,0.4768352210521698,55,0.27370133996009827
28,0.48513272404670715,0.4813259243965149,57,0.26902279257774353
29,0.4898526072502136,0.48653945326805115,59,0.26364171504974365
30,0.49497896432876587,0.4918805956840515,61,0.25818532705307007
31,0.49999502301216125,0.496890127658844,63,0.253119558095932
32,0.5045228600502014,0.5012503862380981,65,0.2487511783838272
33,0.508318305015564,0.5047731995582581,67,0.24524958431720734
34,0.511254072189331,0.5073793530464172,69,0.24267509579658508
35,0.5132960081100464,0.5090735554695129,71,0.24100877344608307
36,0.5144808292388916,0.5099226832389832,73,0.2401757836341858
37,0.5148953199386597,0.510035514831543,75,0.24006520211696625
38,0.5146591067314148,0.5095468163490295,77,0.24054431915283203
39,0.5139099359512329,0.5086045265197754,79,0.24146951735019684
40,0.5127927660942078,0.5073573589324951,81,0.24269677698612213
41,0.5114498138427734,0.5059474110603333,83,0.24408796429634094
42,0.5100120306015015,0.5045013427734375,85,0.24551892280578613
43,0.5085933208465576,0.5031255483627319,87,0.24688422679901123
44,0.5072858333587646,0.5019024014472961,89,0.24810121953487396
45,0.5061575174331665,0.5008887648582458,91,0.24911202490329742
46,0.5052515268325806,0.5001162886619568,93,0.2498837262392044
47,0.5045867562294006,0.4995932877063751,95,0.2504069209098816
48,0.5041620135307312,0.49930885434150696,97,0.25069165229797363
49,0.5039585828781128,0.49923670291900635,99,0.2507638931274414
50,0.5039454102516174,0.4993405044078827,101,0.25065991282463074
51,0.5040837526321411,0.4995778799057007,103,0.25042229890823364
52,0.5043312907218933,0.4999053180217743,105,0.2500946521759033
53,0.5046462416648865,0.5002813935279846,107,0.24971868097782135
54,0.5049898624420166,0.5006688833236694,109,0.24933156371116638
55,0.5053293704986572,0.5010377764701843,111,0.24896329641342163
56,0.5056383609771729,0.5013644695281982,113,0.248637393116951
57,0.5058978199958801,0.5016334056854248,115,0.2483692616224289
58,0.5060960054397583,0.5018361210823059,117,0.2481672465801239
59,0.5062277317047119,0.5019700527191162,119,0.2480338215827942
60,0.5062928199768066,0.502038300037384,121,0.24796585738658905
61,0.5062966346740723,0.5020476579666138,123,0.2479565292596817
62,0.5062470436096191,0.5020076632499695,125,0.24799636006355286
63,0.5061541795730591,0.5019294619560242,127,0.2480742633342743
64,0.5060293674468994,0.5018247365951538,129,0.24817858636379242
65,0.5058836340904236,0.501704752445221,131,0.24829815328121185
66,0.5057275891304016,0.5015795230865479,133,0.24842296540737152
67,0.5055699944496155,0.5014578104019165,135,0.24854432046413422
68,0.505418598651886,0.5013460516929626,137,0.248655766248703
69,0.5052785873413086,0.501248836517334,139,0.24875272810459137
70,0.5051533579826355,0.5011689066886902,141,0.24883246421813965
71,0.5050447583198547,0.5011072754859924,143,0.24889394640922546
72,0.504952609539032,0.5010631084442139,145,0.24893802404403687
73,0.504875659942627,0.5010346174240112,147,0.24896645545959473
74,0.504811704158783,0.5010193586349487,149,0.24898168444633484
75,0.5047573447227478,0.5010138154029846,151,0.24898721277713776
76,0.5047096610069275,0.5010149478912354,153,0.24898608028888702
77,0.5046645402908325,0.5010188817977905,155,0.24898216128349304
78,0.5046191811561584,0.5010230541229248,157,0.24897798895835876
79,0.5045703053474426,0.5010244250297546,159,0.24897661805152893
80,0.5045151710510254,0.5010208487510681,161,0.24898019433021545
81,0.5044517517089844,0.5010105967521667,163,0.24899043142795563
82,0.5043783187866211,0.5009925961494446,165,0.2490083873271942
83,0.5042935013771057,0.5009658932685852,167,0.24903504550457
84,0.5041966438293457,0.5009304285049438,169,0.2490704357624054
85,0.5040867924690247,0.5008859634399414,171,0.24911482632160187
86,0.5039637088775635,0.5008327960968018,173,0.24916790425777435
87,0.5038270354270935,0.5007709860801697,175,0.24922960996627808
88,0.5036760568618774,0.5007005333900452,177,0.24929995834827423
89,0.5035101175308228,0.5006217956542969,179,0.24937859177589417
90,0.5033281445503235,0.5005342364311218,181,0.24946604669094086
91,0.5031285881996155,0.5004372000694275,183,0.24956299364566803
92,0.5029093027114868,0.5003300309181213,185,0.24967007339000702
93,0.502667248249054,0.5002107620239258,187,0.2497892826795578
94,0.5023989677429199,0.5000776052474976,189,0.24992239475250244
95,0.502099335193634,0.49992766976356506,191,0.2500723600387573
96,0.5017622709274292,0.49975740909576416,193,0.2502426505088806
97,0.5013797283172607,0.49956217408180237,195,0.25043803453445435
98,0.5009417533874512,0.4993361532688141,197,0.2506643235683441
99,0.5004354119300842,0.49907222390174866,199,0.250928670167923
100,0.49984416365623474,0.4987604320049286,201,0.2512410879135132
101,0.49914631247520447,0.498389333486557,203,0.25161322951316833
102,0.49831292033195496,0.4979429543018341,205,0.25206130743026733
103,0.49730533361434937,0.4974009096622467,207,0.2526058852672577
104,0.4960704445838928,0.4967360198497772,209,0.2532745897769928
105,0.4945332407951355,0.49591168761253357,211,0.25410500168800354
106,0.4925861060619354,0.4948785901069641,213,0.25514763593673706
107,0.4900698661804199,0.4935695230960846,215,0.2564718723297119
108,0.48674196004867554,0.4918934404850006,217,0.25817230343818665
109,0.48221880197525024,0.48973286151885986,219,0.2603725492954254
110,0.4758719503879547,0.486954003572464,221,0.2632162272930145
111,0.4666329026222229,0.48348066210746765,223,0.2667922079563141
112,0.4526459574699402,0.4796009957790375,225,0.2708151042461395
113,0.43076810240745544,0.47705525159835815,227,0.2734712064266205
114,0.3963726758956909,0.4819684326648712,229,0.2683567404747009
115,0.34432706236839294,0.5074997544288635,231,0.24255649745464325
116,0.26731279492378235,0.5601749420166016,233,0.193446084856987
117,0.15351326763629913,0.6199555993080139,235,0.14443375170230865
118,0.01809205487370491,0.6684824228286743,237,0.10990390181541443
119,-0.08797143399715424,0.7041916847229004,239,0.08750256150960922
120,-0.12976178526878357,0.7332960963249207,241,0.07113096863031387
121,-0.10400910675525665,0.7652347087860107,243,0.0551147423684597
122,-0.025685640051960945,0.8144591450691223,245,0.03442540764808655
123,0.08176790177822113,0.8959078192710876,247,0.010835181921720505
124,-0.02623600699007511,0.960820734500885,249,0.0015350148314610124
125,-0.08901491016149521,0.9815582633018494,251,0.0003400976420380175
126,0.032835692167282104,0.9882840514183044,253,0.00013726345787290484
127,-0.0686948373913765,0.9908661842346191,255,8.342658838955685e-05
128,0.24788030982017517,0.9926640391349792,257,5.381632217904553e-05
129,-0.4478467106819153,0.9931352734565735,259,4.7124471166171134e-05
130,-0.5125374794006348,0.9919928312301636,261,6.411474896594882e-05
131,-0.47749507427215576,0.9889386892318726,263,0.00012235259055159986
132,-0.43071120977401733,0.9822518825531006,265,0.00031499567558057606
133,-0.3885134756565094,0.9691550731658936,267,0.0009514095145277679
134,-0.3470136821269989,0.9500442743301392,269,0.0024955745320767164
135,-0.3005530536174774,0.9365085363388062,271,0.004031165968626738
136,-0.24398626387119293,0.9338355660438538,273,0.004377732519060373
137,-0.173066645860672,0.9342758655548096,275,0.004319661762565374
138,-0.0892755389213562,0.934474527835846,277,0.004293587524443865
139,-0.0068276310339570045,0.9348790645599365,279,0.004240736365318298
140,0.055762723088264465,0.9365570545196533,281,0.0040250071324408054
141,0.09365694224834442,0.9398376941680908,283,0.0036195029970258474
142,0.11260544508695602,0.9442340731620789,285,0.003109838580712676
143,0.1189766526222229,0.9489713907241821,287,0.0026039190124720335
144,0.11681970953941345,0.9534229040145874,289,0.002169425832107663
145,0.10836400091648102,0.9572447538375854,291,0.0018280111253261566
146,0.09489727765321732,0.9603241682052612,293,0.0015741715906187892
147,0.07743541896343231,0.9626839756965637,295,0.0013924856903031468
148,0.05718738213181496,0.9644197821617126,297,0.0012659518979489803
149,0.03578104078769684,0.9656766653060913,299,0.0011780912755057216
150,0.015146496705710888,0.9666445851325989,301,0.0011125836754217744
151,-0.0028933798894286156,0.9675437211990356,303,0.001053410000167787
152,-0.017046911641955376,0.9685712456703186,305,0.0009877665434032679
153,-0.026725808158516884,0.9698342680931091,307,0.0009099713643081486
154,-0.03195011988282204,0.971314013004303,309,0.0008228858350776136
155,-0.033152900636196136,0.9728991389274597,311,0.000734456698410213
156,-0.031011249870061874,0.974454939365387,313,0.0006525501376017928
157,-0.026341112330555916,0.9758791923522949,315,0.0005818133358843625
158,-0.020025037229061127,0.9771192669868469,317,0.0005235279677435756
159,-0.012944169342517853,0.97816401720047,319,0.00047681014984846115
160,-0.005904536694288254,0.9790275692939758,321,0.00043984284275211394
161,0.0004320696752984077,0.9797354936599731,323,0.00041065021650865674
162,0.005592790897935629,0.9803149104118347,325,0.0003875027468893677
163,0.009308645501732826,0.9807910323143005,327,0.00036898444523103535
164,0.011497977189719677,0.9811849594116211,329,0.00035400575143285096
165,0.01223574485629797,0.9815139174461365,331,0.000341735256370157
166,0.0117142079398036,0.9817919731140137,333,0.0003315322392154485
167,0.010205958969891071,0.98203045129776,335,0.0003229046706110239
168,0.008026305586099625,0.9822392463684082,337,0.0003154443693347275
169,0.005499919876456261,0.9824269413948059,339,0.00030881239217706025
170,0.002929555717855692,0.9826005101203918,341,0.00030274223536252975
171,0.0005717198364436626,0.982765793800354,343,0.0002970178611576557
172,-0.001381204929202795,0.9829269647598267,345,0.0002914885408245027
173,-0.0028100600466132164,0.9830866456031799,347,0.00028606154955923557
174,-0.0036675932351499796,0.9832457900047302,349,0.00028070356347598135
175,-0.00397215923294425,0.9834042191505432,351,0.0002754199376795441
176,-0.003794001182541251,0.9835609793663025,353,0.0002702414058148861
177,-0.0032395347952842712,0.9837145209312439,355,0.0002652168332133442
178,-0.002434400375932455,0.9838635325431824,357,0.00026038556825369596
179,-0.0015073512913659215,0.9840067028999329,359,0.0002557855623308569
180,-0.0005769679555669427,0.9841431379318237,361,0.000251440069405362
181,0.00025959053891710937,0.9842725992202759,363,0.0002473511267453432
182,0.000931964663323015,0.984394907951355,365,0.00024351889442186803
183,0.001399254659190774,0.9845106601715088,367,0.00023991965281311423
184,0.0016493393341079354,0.9846203327178955,369,0.0002365341642871499
185,0.001695045968517661,0.9847243428230286,371,0.00023334570869337767
186,0.0015681511722505093,0.9848236441612244,373,0.00023032177705317736
187,0.001312916399911046,0.9849190711975098,375,0.00022743441513739526
188,0.0009796596132218838,0.9850111603736877,377,0.0002246653166366741
189,0.0006176557508297265,0.9851008057594299,379,0.00022198598890099674
190,0.0002708340180106461,0.9851882457733154,381,0.00021938806457910687
191,-2.6310108296456747e-05,0.985274076461792,383,0.0002168528299080208
192,-0.0002510059857740998,0.9853585958480835,385,0.00021437070972751826
193,-0.0003921095631085336,0.9854415059089661,387,0.00021194975124672055
194,-0.0004498134076129645,0.9855232238769531,389,0.0002095770469168201
195,-0.0004331771924626082,0.9856036305427551,391,0.0002072554489132017
196,-0.00035810028202831745,0.9856826663017273,393,0.00020498604862950742
197,-0.00024389475584030151,0.985759973526001,395,0.00020277834846638143
198,-0.00011085617734352127,0.9858357310295105,397,0.00020062651310581714
199,2.237095031887293e-05,0.9859099388122559,399,0.00019852982950396836
200,0.00014008162543177605,0.9859821200370789,401,0.00019650095782708377
201,0.00023171828070189804,0.9860528707504272,403,0.0001945224212249741
202,0.00029124325374141335,0.9861218929290771,405,0.00019260185945313424
203,0.00031737086828798056,0.9861892461776733,407,0.0001907369151012972
204,0.000313090393319726,0.9862552285194397,409,0.00018891874060500413
205,0.0002840518136508763,0.9863196611404419,411,0.0001871516724349931
206,0.0002379526267759502,0.9863829016685486,413,0.0001854253641795367
207,0.00018287725106347352,0.986444890499115,415,0.00018374099454376847
208,0.00012696630437858403,0.9865058660507202,417,0.0001820916513679549
209,7.660654955543578e-05,0.986565887928009,419,0.0001804753701435402
210,3.6427776649361476e-05,0.9866247177124023,421,0.0001788981753634289
211,9.25171570997918e-06,0.9866827726364136,423,0.0001773485419107601
212,-4.531241302174749e-06,0.9867399334907532,425,0.0001758293656166643
213,-5.581418918154668e-06,0.9867962598800659,427,0.00017433875473216176
214,3.4351842259638943e-06,0.9868517518043518,429,0.00017287643277086318
215,1.9420758690102957e-05,0.9869062304496765,431,0.0001714467944111675
216,3.898931754520163e-05,0.9869599938392639,433,0.000170041763340123
217,5.899199459236115e-05,0.9870128631591797,435,0.0001686657196842134
218,7.661285053472966e-05,0.987064778804779,437,0.0001673199440119788
219,9.0084969997406e-05,0.9871160387992859,439,0.00016599646187387407
220,9.826126915868372e-05,0.9871664643287659,441,0.0001646996388444677
221,0.00010085331450682133,0.9872161746025085,443,0.0001634261861909181
222,9.852743096416816e-05,0.9872651100158691,445,0.00016217742813751101
223,9.214119199896231e-05,0.9873133897781372,447,0.00016095007595140487
224,8.331681601703167e-05,0.9873607158660889,449,0.00015975150745362043
225,7.319980068132281e-05,0.9874076843261719,451,0.00015856641402933747
